63186	336650	336656	336748	348749	336651	336658	336793	494966	336798	337624
93834	336785	336679	336748	336739	336751	337082	336966	337084	336896	336651
30260	337336	337676	336838	337045	337059	336731	494047	577072	572515	336665
67549	22168	337285	336650	337223	336652	336656	336651	336879	336802	336661
46606	336679	336653	336731	384992	336751	336657	336748	337084	336952	576842
60902	336679	336751	336952	336812	337264	336714	336651	336653	336739	336657
34622	336808	337484	337625	336651	338339	494780	385184	336658	336731	336679
34620	336658	337621	336651	409143	348749	577072	337088	336748	336679	336764
29267	336679	336650	336751	336651	22168	336731	336661	577072	336714	336653
78208	336657	336961	337484	336776	336650	338003	336966	392841	337805	336661
3632	336651	336650	336653	336658	336665	336661	336659	22168	337174	336654
10651	336658	337045	336838	337174	337775	336713	337100	336776	392319	336650
88487	336661	393174	336808	337045	336656	336679	336653	337264	336748	336751
88484	336650	336812	574203	336658	336652	337082	469362	336651	336665	336654
23978	339241	337174	336650	348749	336661	577072	336651	336656	337757	392550
42234	336966	22168	336661	336650	337096	577072	336658	336659	337775	337125
42236	393677	336717	336739	337096	336808	336966	337088	336653	337694	336652
43561	336661	393174	336748	336751	337045	336808	336793	348749	336731	336650
93822	336658	336808	336654	390505	394640	337231	336838	336717	348749	336661
43562	338339	336661	336653	337264	337059	22168	336658	393528	451475	336656
44893	336650	336651	337174	392588	337623	336804	338262	336657	336966	467501
67556	336656	336650	517725	390295	336739	336651	577072	336652	337861	336654
2320	336679	336751	336653	336748	336952	445784	337084	336661	336651	394640
81839	337092	336653	393517	337622	336793	337125	336739	336650	337626	348749
43568	336661	337264	393174	336653	337186	22168	348749	336651	576295	336748
47925	336651	577072	336894	337861	336804	336922	336656	494966	337090	385184
79520	336650	337063	22168	467501	336651	336966	451434	337223	339241	336661
35944	336751	336679	336741	336748	336653	336952	337305	338003	337073	336651
1	336679	336653	336651	336804	336650	336751	336665	348749	577072	336661
10667	572515	337338	393736	337843	338262	428084	337690	494966	338329	337757
76495	494780	336802	338003	336804	337462	337089	337621	337023	337614	390295
29276	336651	336650	336652	336658	337082	336982	336808	337861	337581	348749
2	336651	336650	22168	336658	336661	336653	577072	336659	336654	336657
3	336653	336793	336679	336661	336751	337084	466412	337305	336651	336657
96095	336659	337064	392841	336966	336650	336656	577072	336660	390998	601013
4	336651	336658	336665	336650	336654	336657	577072	336656	337174	337125
35940	336717	336731	337174	336896	336751	336679	337465	336748	337084	336665
5	337045	336651	336650	336653	337059	336838	336658	336652	336679	22168
6	22168	336650	336651	336668	337174	337623	336661	336679	336872	336653
79528	336650	337082	336652	336651	336658	336804	577072	336653	336739	338339
90789	336650	336751	390505	393910	336679	337063	336661	337100	337084	336654
87147	336661	337059	336659	337264	577072	337305	337203	393174	337077	336748
59937	336650	337223	337627	336651	336656	467501	336739	337841	338003	394640
10663	336804	337861	390295	337073	392705	336802	337260	336798	336651	337462
35947	337125	336651	337045	336661	22168	348749	577072	336896	337088	336668
88473	336661	348749	336653	336651	336650	336658	394640	393174	337059	336656
29270	336751	336679	336661	337084	337315	336748	336657	337021	336653	339326
10665	337260	337861	348749	336661	336804	337484	577072	336657	392550	336764
93851	451475	576295	336961	336966	469362	348749	577072	337305	336721	336661
68898	336651	336659	336751	336650	337627	336661	337264	337174	336679	336657
81868	336661	548821	336961	348749	336804	576295	336653	336651	336652	337174
55580	336652	336650	336653	336661	337305	336651	336804	336679	577072	336659
34601	337174	336651	336650	336668	577072	348749	336661	336731	336656	336659
10634	336657	336651	336748	336679	336717	336650	336924	336751	336742	337125
60932	336679	336748	336751	336952	336651	337084	336650	337305	336731	336804
81875	336650	336656	336804	336739	22168	336945	336797	336652	336651	336714
29243	336731	336894	336679	22168	336748	336664	336739	336751	577072	494047
79555	337174	336651	336751	336654	336966	336665	22168	336653	337782	336661
78224	348749	336651	336650	384992	337174	577072	336804	514309	22168	337021
10636	336657	337077	336654	337125	393944	337305	337264	393517	337465	336651
78226	336656	337775	337264	394640	392705	348749	337088	336654	336760	577072
30240	336650	336739	337315	348749	337174	337125	336658	336653	336804	336651
54257	336650	336659	339241	337627	336651	394640	336764	336787	336652	337063
93849	336650	336894	336651	337174	337088	337623	337627	390295	336652	336802
35938	336952	336679	336751	337084	445784	339326	336748	336764	336966	390295
35936	336679	336751	336748	337063	577072	339326	336656	336659	336658	336739
3658	336660	386896	336792	336656	337100	337681	336658	601013	336651	336654
47900	336661	336650	336679	337082	336658	336651	336748	336787	336653	577072
38195	336679	336731	336751	337021	337084	337264	336748	336653	336657	336656
72921	336665	336924	336681	336743	336735	337285	336751	336966	337621	338013
66249	337082
93842	336650	337861	494966	336804	336651	336660	385184	337090	337125	451475
47908	336650
60939	336654	337125	336657	336651	337090	336959	452859	337077	337174	390459
54261	337100	336652	336731	336679	336653	336961	337627	336667	577072	336651
79541	336792	336659	385184	336828	467193	336651	338412	336661	336961	337203
58623	348749	577072	336661	490817	337315	336785	336651	22168	336751	337623
81864	336713	336764	337063	336751	337021	336651	336650	336982	337843	338428
78210	572515	336650	336651	336656	336804	336922	337174	337090	394183	22168
81865	337264	336650	337059	336661	336651	336659	22168	336658	336679	336804
2337	336650	577072	336656	336894	336652	336651	390295	336653	337186	348749
81866	337174	336651	336668	337045	22168	336679	336661	337614	336650	577072
29259	336651	336679	336650	577072	337223	22168	338185	338262	336804	337059
60940	
78214	572515	336838	337174	494047	337045	336651	337059	336658	336650	22168
80533	336659	336661	336961	336651	337627	337484	336657	338339	337623	337084
72918	337174	336668	337305	336731	336651	336683	392705	336656	337045	337841
66240	337125	337064	337621	337397	336659	393174	337065	338058	338185	337059
88496	392841	337045	336651	336661	336650	336804	336656	336961	336679	336896
72913	338262	336657	392368	337581	336651	337125	336654	348749	337174	336650
42200	336653	337092	337622	577072	348749	336661	337614	337125	336751	336739
72933	336658	337089	337082	336650	336651
87195	577072	337264	336661	393174	337059	336868	336659	336653	336651	348749
38184	393174	336661	336808	337088	336748	336651	336679	337554	336793	337305
71600	336961	336792	336679	336658	336653	338059	336651	336652	338428	338412
38186	336742	338339	336650	336651	336661	336751	336679	22168	336961	336785
67585	336653	577072	336651	390459	337941	452859	337260	347311	467501	393677
42203	336651	393944	336653	336661	336652	336804	336656	336650	337264	337174
38187	393174	348749	336661	577072	336743	337305	336961	336679	22168	336657
93878	390459	337941	452859	337260	347311	467501	393677	394183	337681	392705
38188	393174	336661	336653	336748	348749	337264	336679	336751	336952	337690
72930	336651	336658
35909	336656	336966	336651	336650	337084	348749	22168	336731	337073	338255
87190	337581	336651	336650	336748	393174	336857	336679	336713	348749	336659
79571	451475	336652	338321	384992	337841	336894	336717	393910	572515	337775
84917	576295	337338	337065	337203	336657	336867	507846	337484	336838	336798
81896	390459	338412	490817	336713	337223	337889	338220	573326	336798	336813
78244	337125	336650	336651	336799	337174	336656	336804	577072	337623	22168
10615	336665	336661	336952	393910	336751	336681	336679	336713	336735	336902
59962	336839	336650	336879	336658	516754	336739	336661	337841	337089	577072
57301	337076	494047	338059	336650	337627	336667	393963	337088	337045	336751
91209	337590	336679	337045	336650	336657	471772	336651	336793	336748	445784
91206	337843	392841	336902	392705	385184	573326	336802	337231	428084	336680
81891	336857	337590	337620	336653	336945	469362	336651	337305	336650	336804
87198	338058	337045	336731	337614	517813	337623	337465	336651	337305	338059
93862	336804	336966	336651	577072	336653	337174	336661	337088	336650	336668
38178	336679	337084	336748	336751	336952	336717	445784	336653	336651	336650
91205	337082	336652	336650	409143	336651	336804	336658	337174	337165	337861
91203	336751	336731	336661	336679	336952	336748	336650	336653	336651	337084
29239	336657	337174	336654	348749	337187	336679	336661	386896	336748	338088
81878	336651	336650	336653	336658	336661	337088	336802	336804	336657	336679
54281	336751	336658	336661	336679	337084	336952	336653	337305	336748	336651
84910	336661	338192	409143	336659	337264	337627	336651	336812	337186	337084
78232	336668	337165	336654	338059	337625	336683	336714	337174	337045	336665
10623	336804	514309	338003	337861	384992	336802	390295	336799	336651	338220
81887	337082	336651	336656	336743	336661	336659	337264	336658	336785	337485
29236	337581	336657	393517	336661	337125	392202	338262	336654	336867	337305
59974	336650	336651	577072	336653	337174	337100	336661	338058	336739	337623
32878	337174	336661	393963	338192	517725	337165	467193	392214	336651	337260
10622	336867	338003	336798	337782	386190	337805	337775	337620	336802	337089
31547	336652	336751	336735	336651	336681	336748	336665	336679	336658	337084
10621	337620	336681	337336	336868	337843	337186	348749	336802	517725	469362
71624	337626	336650	572515	392705	409196	336660	22168	390998	392214	490817
39495	337223	336651	337623	336656	573326	337462	337624	336799	338003	337174
38166	336679	336751	336748	337941	336952	337084	337805	336651	336731	336762
72951	348749	336751	336952	336679	336661	394640	336656	336653	336804	337223
14197	336681	337082	393910	336658	336665	336735	337485	336743	336872	337285
40484	336657	337581	337086	336751	336959	336679	337112	337077	392368	337125
6730	336651	336650	336656	577072	22168	336658	337082	337174	336652	572515
29208	337861	337174	336839	336665	336651	337045	337100	577072	336683	338185
40488	336653	336739	337621	337092	466412	337187	390505	577072	337088	338059
79590	337223	336804	336894	337090	336650	336651	336656	336802	390459	337285
84937	576295	337223	337775	336659	336717	336838	337690	337203	577072	337063
14192	337614	336653	577072	336731	336661	336739	337203	337305	409143	336651
38161	393174	336661	337264	336679	577072	336751	336793	336659	336653	337690
84944	576295	392588	336657	336656	337777	336652	601013	336659	336838	466412
